target01,target02
0.47461045182398504,0.16568254470671184
0.13742821707694627,-0.35536580009743
0.5584576005273713,2.0343748479395716
0.43560509195562697,-0.6878594105240502
0.20986825322319294,0.48655138022263217
0.08719364255184583,0.3953133523741821
0.07584648091621925,1.0352994898447154
0.5796216388693581,-0.15551401322019465
0.1689513008887125,0.10554733468930877
0.6479647443179777,0.31976320983315143
0.16806490244779396,-1.4940461832135923
0.6366731490609554,-1.2475890408652295
0.09654179327806742,1.4810038528304388
0.2817878882148238,0.16410877702691692
0.11930449772472897,0.10764254031137364
0.17155834692779645,0.9489125848731925
0.2519118600968828,-1.0779741919668264
0.6276782526234437,0.1486903426925113
0.11513693647396853,-0.13700507054897476
0.7266146108345616,0.5616853978610463
0.10540763490201685,0.13019795144219568
0.6052774738320518,-0.2602295891864983
0.5263042132579842,-0.7389246135118022
0.5529994457340807,1.007064574512964
0.10746597829473371,0.4094453016952141
0.21994525564786283,2.0034125001174456
0.7003395308014685,1.3404248981782658
0.4420364157674593,0.08009333929385698
0.30697046121760446,-0.2891451084561354
0.10311519236612621,-0.3073787560661208
0.14730336935820937,0.867997676586771
0.11244982443269416,0.28052484554630164
0.21349604555984492,-1.0713917381029334
0.5157040218091001,0.37092603714581723
0.07847877927760369,-0.5639937607984362
-0.004277334147886459,-1.5843503441503173
0.4592912981820609,-0.16734346069034153
0.017312619412403103,0.4762340785413592
0.49645659180354107,0.7329107579635168
-0.019989104514554504,0.8918367293437699
0.6962623984646281,0.46645459509827675
0.1600036839392061,-1.5591683606613571
0.6661402826630487,0.16076804632165342
0.6322953839806942,0.46077651521082974
0.15875972934271274,-0.21878368108079269
0.033965442229777314,0.29422251806639466
0.039354590161009444,1.7044863836710955
0.1861235353206886,0.49615625250460377
0.05223549677309867,1.6613125881235826
0.37019940785541666,-0.8636040753937098
0.12178672063515032,-1.6049816005828337
0.32413350392137935,0.21529254020868205
0.6520431139513626,-0.6845228667973398
0.7384652153662465,0.6065786915910565
0.5955941177153063,-0.039232485190110356
0.06102156269959461,0.46979327359072454
0.13478751805610534,-0.7129499094612454
0.5871987911748299,-0.9525279626952791
-0.09836711112229364,-0.5770215930104726
0.13796970234378755,0.08821288368718547
0.1079782819455165,-1.5308314707333466
-0.08790129140029607,0.5609071620153987
0.4608894034636349,0.6317258886806856
0.1176803834580599,-0.6082168259460663
0.27139842993440977,0.12419759804318428
0.12780279847588377,0.04234174981471171
0.5940176405900324,2.0716020171145852
0.12264612779874089,-1.108506871879394
0.7237951936738417,1.78052777958106
-0.04767710971755454,0.29734609369888043
0.6101666004639481,-1.382279952863521
0.6947587974966769,-0.552257659238274
0.5637291382811909,-1.293705796758325
0.36493762761372933,0.3494214314133396
0.09927446404691516,2.3827564769852327
0.11271353955552811,-0.15105420979097703
-0.005906702432126138,-0.33896115308394803
0.3778690348072446,-1.9111584690395793
0.14353053546620215,1.1385357721003335
0.13933418627946165,0.09399853609048617
0.673834198530431,0.8085316039154172
0.6035307389962867,-2.053340389737897
0.5490637808983033,0.17821000136223364
0.6965560522727369,1.0184605629746866
0.1128217986548521,0.3404023606108853
0.6418125817476787,-0.053250403647813416
-0.02772457099670234,0.21126951444619776
0.11731631427965987,0.10479458442638556
0.1603754646023333,-0.17488073323871056
0.4466932195797947,-0.16001379078063582
0.6147352913009893,0.0574869524848939
0.13294997654282048,1.5166940309551076
0.35108133866417696,0.32770261860021593
0.005994253408030653,-1.2521853807637346
0.8506465581371142,-0.07748513296337212
-0.05334463055437652,-0.36838133182078014
0.5695089845074858,0.08254672736741216
-0.0833668428518902,0.4164510621138488
0.13233339796836527,1.9110486070083668
0.49210613345725396,0.07989584037925546
0.45747289770205896,0.16051685740654678
0.1908817546174297,-0.3779603323246855
0.15180847979371997,0.2759490726299356
-0.08005565521656198,0.15664999362674667
0.2309736891414089,0.3522816591499182
0.7655872520736619,-0.7723950110248126
0.13945364176755026,0.5509183198855319
0.07896062600800602,-0.4641707665951272
0.3069477585848039,0.28853052148101344
0.7543471841926898,-0.5440577946422969
0.3922327943602808,-1.0326748940995858
0.06986126108107477,-0.5871765860620183
